"URL","NAME"
"https://sm64romhacks.com/hacks/luigi_before_the_egg_dx","Luigi Before the Egg DX"
"https://sm64romhacks.com/hacks/luigi_and_the_forest_ruins_64_multiplayer","Luigi and the Forest Ruins 64 Multiplayer"
"https://sm64romhacks.com/hacks/luigi_and_the_forest_ruins_64","Luigi and the Forest Ruins 64"
"https://sm64romhacks.com/hacks/luigi_and_the_forest_ruins_rebooted","Luigi and the Forest Ruins Rebooted"
"https://sm64romhacks.com/hacks/luigi_and_the_violet_stars","Luigi and the Violet Stars"
"https://sm64romhacks.com/hacks/luigis_mansion_64__by_crash_","Luigi's Mansion 64 (by Crash)"
"https://sm64romhacks.com/hacks/luigis_mansion_64__by_donald_","Luigi's Mansion 64 (by Donald)"
"https://sm64romhacks.com/hacks/luigis_mansion_64__by_marce_","Luigi's Mansion 64 (by Marce)"
"https://sm64romhacks.com/hacks/luigis_mansion_64__by_unknow_","Luigi's Mansion 64 (by unknow)"
"https://sm64romhacks.com/hacks/luigis_mansion_64_multiplayer__by_donald_","Luigi's Mansion 64 Multiplayer (by Donald)"
"https://sm64romhacks.com/hacks/luigis_mansion_64.5_[easy_mode]","Luigi's Mansion 64.5 [Easy Mode]"
"https://sm64romhacks.com/hacks/luigis_mansion_64.5_[super_player_mode]","Luigi's Mansion 64.5 [Super Player Mode]"
"https://sm64romhacks.com/hacks/mario64","MARIO64"
"https://sm64romhacks.com/hacks/mcw_regicide!","MCW Regicide!"
